text,label,source
soften the brightness,decrease_brightness,clean
thoda hmm kam bright karo,decrease_brightness,filler
up you know sound,increase_volume,asr_noise
deactiwate dnd,deactivate_dnd,asr_noise
bring the sound dowh,decrease_volume,char_noise
kind of last song please,previous_song,asr_noise
kind of volume up,increase_volume,filler
please lower it,decrease_volume,paraphrase
"hey, volume up",increase_volume,paraphrase
lpen google maps,out_of_scope,char_noise
i want to stop the gadi,stop_vehicle,paraphrase
um volume up plz,increase_volume,asr_noise
vol7me down karo,decrease_volume,char_noise
rastha well,out_of_scope,asr_noise
can you sound down,decrease_volume,paraphrase
staft the vehicle,start_vehicle,char_noise
uh back track please,previous_song,filler
reduce brightness,decrease_brightness,clean
tjoda kam bright karo,decrease_brightness,char_noise
i want to stop my car,stop_vehicle,paraphrase
paws audio,pause_music,asr_noise
make it brighter now,increase_brightness,hard_negative
so call john,out_of_scope,asr_noise
turn de err brightness,increase_brightness,asr_noise
please soften the brightness,decrease_brightness,paraphrase
stop the uh car hmm,stop_vehicle,filler
"hey, refuse the incoming call",decline_call,paraphrase
decrease uh the volume,decrease_volume,filler
please tell me a joke,out_of_scope,paraphrase
start the mucic,play_music,char_noise
raise de screen brightness,increase_brightness,asr_noise
how long until i reach home,out_of_scope,clean
next track plewse,next_song,char_noise
put do not disturb on please,activate_dnd,clean
crank up the brightnfss,increase_brightness,char_noise
please ignite the engine,start_vehicle,paraphrase
i want to less sound,decrease_volume,paraphrase
"hey, brightness up please",increase_brightness,paraphrase
uh cut call,decline_call,asr_noise
dim hmm do screen,decrease_brightness,asr_noise
read news basically,out_of_scope,asr_noise
c0nnect the call,pick_up_call,char_noise
the screen,decrease_brightness,dropped
i want to pichla song chalao,previous_song,paraphrase
please quieter please,decrease_volume,paraphrase
resume the um actually music,play_music,filler
actually rewind to the err previous song,previous_song,filler
can you hold the music,pause_music,paraphrase
off the do not actually disturb mode uh,deactivate_dnd,filler
please rewind to the previous song,previous_song,paraphrase
lower the screen bright ness,decrease_brightness,asr_noise
i want to pause the song,pause_music,paraphrase
raise the screen um brightness,increase_brightness,filler
play de previous song,previous_song,asr_noise
engine off kind of karo,stop_vehicle,asr_noise
"hey, crank up the volume",increase_volume,paraphrase
petrol station kahan hai,out_of_scope,clean
soften the brightnsss,decrease_brightness,char_noise
i want to music ruko,pause_music,paraphrase
put hmm on dnd mode,activate_dnd,asr_noise
please less volume,decrease_volume,paraphrase
turn basically um on the air conditioning,out_of_scope,filler
can you put on dnd mode,activate_dnd,paraphrase
i want to pause for a moment,pause_music,paraphrase
please raise it,increase_volume,paraphrase
please cancel do not disturb,deactivate_dnd,paraphrase
dnd band karo um,deactivate_dnd,filler
thoda kam kxro,decrease_volume,char_noise
i need less vol8me,decrease_volume,char_noise
"hey, move to next song",next_song,paraphrase
kill the engine,stop_vehicle,clean
sojnd down,decrease_volume,char_noise
jake it loud,increase_volume,char_noise
you know back to the last track,previous_song,filler
"hey, decrease the sounds",decrease_volume,paraphrase
send a text actually to john,out_of_scope,filler
can you accept the call,pick_up_call,paraphrase
can you screen bright karo,increase_brightness,paraphrase
on the do not actually dis turb mode,activate_dnd,asr_noise
decrease the bright,decrease_brightness,clean
the volume,increase_volume,dropped
turn car,start_vehicle,dropped
can you decrease the fan speed,out_of_scope,paraphrase
increase the brightness basically like,increase_brightness,filler
previous uh um song please,previous_song,filler
brightnese kam karo,decrease_brightness,char_noise
so down,decrease_volume,asr_noise
uh stop engine kind of please,stop_vehicle,filler
can you stop the song please,pause_music,paraphrase
decrease display brightness,decrease_brightness,clean
i want to volume up please,increase_volume,paraphrase
please pause the music uh kind of,pause_music,filler
can you traffic kaisa hai,out_of_scope,paraphrase
less vol8me,decrease_volume,char_noise
start the car,start_vehicle,clean
brightness badhao,increase_brightness,clean
"hey, call uthao",pick_up_call,paraphrase
i want to decline karo call,decline_call,paraphrase
hmm pick the call like,pick_up_call,filler
can you higher volume,increase_volume,paraphrase
"hey, skip this song",next_song,paraphrase
pause the musids,pause_music,char_noise
thoda kam,decrease_volume,dropped
please decrease sound,decrease_volume,paraphrase
read the news,out_of_scope,clean
maks it brighter,increase_brightness,char_noise
ehat time is it,out_of_scope,char_noise
make err screen brighter,increase_brightness,filler
go back s8ng,previous_song,char_noise
turn the headlights,out_of_scope,dropped
resume the music,play_music,clean
i want to call office number,out_of_scope,paraphrase
please,decrease_volume,dropped
please turn it up,increase_volume,paraphrase
play audio hmm,play_music,asr_noise
boost bright ness,increase_brightness,asr_noise
please raise the screen brightness,increase_brightness,paraphrase
more,increase_brightness,dropped
basically it,increase_volume,asr_noise
sto9 the music,pause_music,char_noise
engine on,start_vehicle,clean
decrease de sounds,decrease_volume,asr_noise
pichla zong chalao,previous_song,char_noise
please,increase_volume,dropped
make it err brighter,increase_brightness,filler
call reject kar kind of do,decline_call,asr_noise
i want to resume the music,play_music,paraphrase
turn on like de headlights,out_of_scope,asr_noise
can you change the song,next_song,paraphrase
do not disturb off please,deactivate_dnd,dropped
volume badhao,increase_volume,clean
i want to pause it please,pause_music,paraphrase
turn on hazard lights,out_of_scope,clean
find parking nsarby,out_of_scope,char_noise
i want to sound down,decrease_volume,paraphrase
increase the,increase_brightness,dropped
on de do not disturb mode,activate_dnd,asr_noise
kill the engine now,stop_vehicle,hard_negative
wolume up,increase_volume,asr_noise
stop the wehicle,stop_vehicle,asr_noise
"hey, how long until i reach home",out_of_scope,paraphrase
up the sound,increase_volume,clean
please deactivate do not dis turb,deactivate_dnd,asr_noise
make the screen brighter,increase_brightness,paraphrase
up the so8nd,increase_volume,char_noise
volume karo,decrease_volume,dropped
turn on the air conditioning,out_of_scope,clean
switch hmm on do not disturb,activate_dnd,asr_noise
make it 2uieter,decrease_volume,char_noise
remind me to buy milk uh,out_of_scope,asr_noise
stop the muqic,pause_music,char_noise
so zyada loud karo actually,increase_volume,filler
paws the musics,pause_music,asr_noise
tell me a like uh joke,out_of_scope,filler
like next track please,next_song,filler
engeen on karo,start_vehicle,asr_noise
i want to kill the engine,stop_vehicle,paraphrase
folume kam karo,decrease_volume,char_noise
answer the call,pick_up_call,clean
you know i want to answer dis call,pick_up_call,asr_noise
ac on karo,out_of_scope,clean
get the music goinb,play_music,char_noise
play audio,play_music,clean
like turn on hazard lights,out_of_scope,asr_noise
activate uh the do not disturb,activate_dnd,filler
well next please,next_song,asr_noise
brightness kam karo,decrease_brightness,clean
reduce it,decrease_volume,clean
please music band karo,pause_music,paraphrase
"hey, decrease the bright",decrease_brightness,paraphrase
"hey, petrol station kahan hai",out_of_scope,paraphrase
turn the car on uh,start_vehicle,filler
please deactivate the dnd mode,deactivate_dnd,paraphrase
skip the current song,next_song,clean
de crease fan speed,out_of_scope,asr_noise
start engine please,start_vehicle,clean
book a restaurant taboe,out_of_scope,char_noise
"hey, attend the calling",pick_up_call,paraphrase
"hey, mute the music",pause_music,paraphrase
"hey, resume the music",play_music,paraphrase
turn down brightness,decrease_brightness,dropped
i want to answer well well this call,pick_up_call,filler
turn off do not disturb um,deactivate_dnd,asr_noise
increase like the brightness err,increase_brightness,filler
engine,stop_vehicle,dropped
set do not disturg,activate_dnd,char_noise
make it brighter,increase_brightness,clean
play s9me music,play_music,char_noise
please to deactivate dnd,deactivate_dnd,clean
search for nearby hospitals,out_of_scope,clean
engeen off,stop_vehicle,asr_noise
read kind of my notifications,out_of_scope,filler
please crank up the volume,increase_volume,paraphrase
i want to back to the last track,previous_song,paraphrase
vehicle stop please,stop_vehicle,clean
pichla song chalao,previous_song,clean
make it,decrease_volume,dropped
weatyer batao,out_of_scope,char_noise
can you how much fuel is left,out_of_scope,paraphrase
wccept the call,pick_up_call,char_noise
"hey, zyada loud karo",increase_volume,paraphrase
volum down karo,decrease_volume,asr_noise
do not disturb off oaro,deactivate_dnd,char_noise
loudder please,increase_volume,asr_noise
i want to lower the screen brightness,decrease_brightness,paraphrase
to activate dnd,activate_dnd,dropped
cound up,increase_volume,char_noise
i want to volume up karo,increase_volume,paraphrase
the,decrease_volume,dropped
turn on the air consitioninv,out_of_scope,char_noise
"hey, weather batao",out_of_scope,paraphrase
bright,decrease_brightness,dropped
kya time ho gqya,out_of_scope,char_noise
"hey, screen bright karo",increase_brightness,paraphrase
please soft karo please,decrease_volume,paraphrase
enable do not disrurb mode,activate_dnd,char_noise
i want to turn on hazard lights,out_of_scope,paraphrase
"hey, sound quieter",decrease_volume,paraphrase
i want to play the next track,next_song,paraphrase
turn dovn the brightness,decrease_brightness,asr_noise
volume down basically,decrease_volume,filler
"hey, connect the call",pick_up_call,paraphrase
so decrease the bright,decrease_brightness,asr_noise
next song please,next_song,clean
activate basically te do not disturb,activate_dnd,asr_noise
in crease volume actually,increase_volume,asr_noise
gake the call,pick_up_call,char_noise
book a restaurant table,out_of_scope,clean
the incoming call,pick_up_call,dropped
brightness down ppease,decrease_brightness,char_noise
what time is it hmm,out_of_scope,filler
i want to activate dnd,activate_dnd,paraphrase
screen bright like uh karo,increase_brightness,filler
open spotify,out_of_scope,clean
pavs it basically please,pause_music,asr_noise
i want to make it brighter,increase_brightness,paraphrase
please lower volume,decrease_volume,paraphrase
play kind,play_music,asr_noise
like louder you know please,increase_volume,filler
please turn down the brightness,decrease_brightness,paraphrase
activate dnd basically,activate_dnd,filler
can you read my notifications,out_of_scope,paraphrase
please skip the current song,next_song,paraphrase
translate kind of hello to french,out_of_scope,asr_noise
kind of increase sound,increase_volume,asr_noise
is the weather today,out_of_scope,dropped
ignite like engeen,start_vehicle,asr_noise
abhi kitna time lagega,out_of_scope,clean
please forward to the next song,next_song,paraphrase
paws the song,pause_music,asr_noise
basically remove dnd mode,deactivate_dnd,asr_noise
dim kar do screeg,decrease_brightness,char_noise
go to the previous frack,previous_song,char_noise
"hey, sound louder",increase_volume,paraphrase
dim the screen,decrease_brightness,clean
"hey, start the music",play_music,paraphrase
like back track please,previous_song,filler
please screen bright karo,increase_brightness,paraphrase
bring the sound so up you know,increase_volume,filler
move to next sogg,next_song,char_noise
put do not vell dis turb off plj,deactivate_dnd,asr_noise
up the sounw,increase_volume,char_noise
mummy ko call karo basically,out_of_scope,asr_noise
"hey, call mom",out_of_scope,paraphrase
please stop the engine,stop_vehicle,clean
i want to raise the volume,increase_volume,paraphrase
fire up the car,start_vehicle,clean
please turn it down,decrease_volume,paraphrase
noost the volume,increase_volume,char_noise
err call,pick_up_call,asr_noise
please car start kar do,start_vehicle,paraphrase
please answer the incoming call,pick_up_call,paraphrase
the calling,pick_up_call,dropped
"hey, i need more volume",increase_volume,paraphrase
please pause it please,pause_music,paraphrase
play a so podcast,out_of_scope,asr_noise
reduce sound,decrease_volume,clean
please start the car engine now,start_vehicle,hard_negative
pichla like song chalao,previous_song,asr_noise
resume music,play_music,asr_noise
please to activate dnd,activate_dnd,clean
i want to start the gadi,start_vehicle,paraphrase
ignite the,start_vehicle,dropped
sound down hmm,decrease_volume,filler
who is the prime minister of basically india,out_of_scope,asr_noise
play um audio,play_music,asr_noise
"hey, fire up the car",start_vehicle,paraphrase
pick basically like the calling,pick_up_call,filler
i want to play a podcast,out_of_scope,paraphrase
i so err need less volume,decrease_volume,filler
rastha dikhao uh,out_of_scope,filler
brightness uh up please,increase_brightness,asr_noise
please make it brighter,increase_brightness,paraphrase
tirn up the volume,increase_volume,char_noise
increase the sounes,increase_volume,char_noise
please search for nearby hospitals,out_of_scope,paraphrase
can you stop the gadi,stop_vehicle,paraphrase
mujhe ghar le chxlo,out_of_scope,char_noise
please start the gadi,start_vehicle,paraphrase
please volume down karo,decrease_volume,paraphrase
increase the volume so well,increase_volume,filler
